experiment,source_item,expected_match,has_match,model,sample_size,S11_predicted,S11_correct,S11_error_type,S11_response_time,S05_predicted,S05_correct,S05_error_type,S05_response_time,S18_predicted,S18_correct,S18_error_type,S18_response_time,S15_predicted,S15_correct,S15_error_type,S15_response_time,S20_predicted,S20_correct,S20_error_type,S20_response_time,S12_predicted,S12_correct,S12_error_type,S12_response_time,S14_predicted,S14_correct,S14_error_type,S14_response_time,S19_predicted,S19_correct,S19_error_type,S19_response_time,S16_predicted,S16_correct,S16_error_type,S16_response_time,S13_predicted,S13_correct,S13_error_type,S13_response_time,S17_predicted,S17_correct,S17_error_type,S17_response_time,S09_predicted,S09_correct,S09_error_type,S09_response_time,S10_predicted,S10_correct,S10_error_type,S10_response_time,S01_predicted,S01_correct,S01_error_type,S01_response_time,S07_predicted,S07_correct,S07_error_type,S07_response_time,S04_predicted,S04_correct,S04_error_type,S04_response_time,S08_predicted,S08_correct,S08_error_type,S08_response_time,S06_predicted,S06_correct,S06_error_type,S06_response_time,S03_predicted,S03_correct,S03_error_type,S03_response_time,S02_predicted,S02_correct,S02_error_type,S02_response_time
NHANES_Gemma3_27b,"pork, cured, salt pork, raw",ground pork,True,gemma3-27b,1317,none,False,missed_match,6.697,none,False,missed_match,2.876,ground pork,True,,3.937,ground pork,True,,0.804,ground pork,True,,5.859,ground pork,True,,4.123,ground pork,True,,1.850,ground pork,True,,4.745,none,False,missed_match,3.070,ground pork,True,,8.635,none,False,missed_match,2.997,ground pork,True,,4.408,ground pork,True,,1.291,ground pork,True,,5.182,ground pork,True,,13.864,ground pork,True,,9.367,ground pork,True,,12.164,ground pork,True,,5.140,ground pork,True,,14.491,ground pork,True,,2.307
NHANES_Gemma3_27b,"squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",steamed yellow neck squash,True,gemma3-27b,1317,steamed butternut squash,False,wrong_match,3.758,steamed butternut squash,False,wrong_match,15.745,none,False,missed_match,3.750,none,False,missed_match,3.246,steamed yellow neck squash,True,,8.379,steamed butternut squash,False,wrong_match,6.764,none,False,missed_match,15.548,steamed butternut squash,False,wrong_match,6.269,none,False,missed_match,5.852,none,False,missed_match,24.503,steamed yellow neck squash,True,,7.186,steamed yellow neck squash,True,,6.967,steamed yellow neck squash,True,,6.630,steamed butternut squash,False,wrong_match,9.153,steamed yellow neck squash,True,,9.645,steamed green zuchini,False,wrong_match,4.899,steamed green zuchini,False,wrong_match,8.353,steamed butternut squash,False,wrong_match,5.005,steamed yellow neck squash,True,,13.491,steamed butternut squash,False,wrong_match,19.543
NHANES_Gemma3_27b,"orange juice, chilled, includes from concentrate, with added calcium and vitamin d",pulp free orange juice,True,gemma3-27b,1317,none,False,missed_match,2.309,pulp free orange juice,True,,7.656,pulp free orange juice,True,,0.641,none,False,missed_match,1.335,pulp free orange juice,True,,10.539,none,False,missed_match,3.481,none,False,missed_match,7.915,pulp free orange juice,True,,12.456,none,False,missed_match,3.856,none,False,missed_match,8.717,pulp free orange juice,True,,11.668,pulp free orange juice,True,,8.557,pulp free orange juice,True,,5.157,pulp free orange juice,True,,4.084,pulp free orange juice,True,,7.535,pulp free orange juice,True,,7.482,pulp free orange juice,True,,8.040,pulp free orange juice,True,,0.550,pulp free orange juice,True,,14.420,pulp free orange juice,True,,2.834
NHANES_Gemma3_27b,"beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",beef round tip steak,True,gemma3-27b,1317,none,False,missed_match,9.144,none,False,missed_match,5.821,none,False,missed_match,2.943,none,False,missed_match,1.723,none,False,missed_match,5.497,none,False,missed_match,2.617,none,False,missed_match,3.255,none,False,missed_match,4.452,none,False,missed_match,4.616,none,False,missed_match,6.921,none,False,missed_match,3.287,none,False,missed_match,5.243,beef round tip steak,True,,14.439,beef round tip steak,True,,4.945,plant based bacon strip,False,wrong_match,7.693,beef round tip steak,True,,9.701,ground pork,False,wrong_match,10.880,ground pork,False,wrong_match,11.830,beef round tip steak,True,,15.673,ground pork,False,wrong_match,1.981
NHANES_Gemma3_27b,"turkey, whole, dark meat, cooked, roasted",ground turkey,True,gemma3-27b,1317,ground turkey,True,,3.193,none,False,missed_match,7.103,ground turkey,True,,14.942,ground turkey,True,,2.830,ground turkey,True,,0.571,ground turkey,True,,4.070,none,False,missed_match,2.884,ground turkey,True,,4.937,none,False,missed_match,1.245,ground turkey,True,,1.114,ground turkey,True,,4.950,ground turkey,True,,6.260,ground turkey,True,,7.323,ground turkey,True,,9.751,ground turkey,True,,5.417,cabernet sauvignon wine,False,wrong_match,11.305,ground turkey,True,,5.485,ground turkey,True,,11.840,ground turkey,True,,0.951,low sodium chicken broth,False,wrong_match,5.677
NHANES_Gemma3_27b,"veal, sirloin, separable lean and fat, raw",none,False,gemma3-27b,1317,none,True,,2.712,none,True,,10.226,none,True,,2.567,none,True,,2.336,none,True,,5.979,none,True,,2.384,none,True,,3.017,none,True,,3.066,none,True,,5.688,none,True,,1.060,beef round tip steak,False,false_positive,13.306,none,True,,4.000,beef round tip steak,False,false_positive,8.475,ground pork,False,false_positive,10.000,beef round tip steak,False,false_positive,7.177,low sodium chicken broth,False,false_positive,7.535,none,True,,11.686,ground pork,False,false_positive,3.194,beef round tip steak,False,false_positive,18.940,ground pork,False,false_positive,10.722
NHANES_Gemma3_27b,"beet greens, cooked, boiled, drained, without salt",none,False,gemma3-27b,1317,none,True,,3.134,steamed curely mustard greens,False,false_positive,1.586,steamed curely mustard greens,False,false_positive,1.465,steamed curely mustard greens,False,false_positive,12.309,steamed curely mustard greens,False,false_positive,10.124,none,True,,5.602,none,True,,4.248,none,True,,1.947,none,True,,4.825,none,True,,10.542,steamed curely mustard greens,False,false_positive,8.507,steamed curely mustard greens,False,false_positive,9.617,steamed curely mustard greens,False,false_positive,5.959,steamed curely mustard greens,False,false_positive,10.224,steamed curely mustard greens,False,false_positive,0.619,steamed curely mustard greens,False,false_positive,4.847,steamed curely mustard greens,False,false_positive,9.466,steamed curely mustard greens,False,false_positive,2.389,steamed curely mustard greens,False,false_positive,8.437,steamed curely mustard greens,False,false_positive,17.779
NHANES_Gemma3_27b,"dates, deglet noor",dates,True,gemma3-27b,1317,dates,True,,3.022,dates,True,,12.364,dates,True,,3.734,dates,True,,3.065,dates,True,,6.105,dates,True,,6.260,dates,True,,8.219,dates,True,,8.722,dates,True,,5.061,dates,True,,7.691,dates,True,,2.709,dates,True,,12.381,dates,True,,9.139,dates,True,,12.969,dates,True,,11.576,dates,True,,6.428,dates,True,,5.998,dates,True,,9.719,dates,True,,8.992,dates,True,,5.864
NHANES_Gemma3_27b,"egg, whole, dried",none,False,gemma3-27b,1317,none,True,,4.930,whole brown egg,False,false_positive,6.099,none,True,,10.753,none,True,,27.046,none,True,,3.701,none,True,,7.282,none,True,,12.997,dried coconut strips,False,false_positive,4.042,none,True,,0.416,none,True,,0.558,whole brown egg,False,false_positive,5.647,dried coconut strips,False,false_positive,5.936,split pea soup,False,false_positive,4.360,none,True,,10.338,whole brown egg,False,false_positive,7.294,brown egg yolk,False,false_positive,4.655,brown egg yolk,False,false_positive,13.435,whole brown egg,False,false_positive,2.133,whole brown egg,False,false_positive,1.410,brown egg yolk,False,false_positive,2.611
NHANES_Gemma3_27b,"sausage, chicken or turkey, italian style,  lower sodium",chicken breast,True,gemma3-27b,1317,none,False,missed_match,13.092,none,False,missed_match,7.222,none,False,missed_match,1.459,beyond sausage,False,wrong_match,3.434,beyond sausage,False,wrong_match,0.490,beyond sausage,False,wrong_match,3.822,none,False,missed_match,20.037,ground turkey,False,wrong_match,5.351,none,False,missed_match,5.977,beyond sausage,False,wrong_match,9.820,beyond sausage,False,wrong_match,5.079,ground turkey,False,wrong_match,7.564,beyond sausage,False,wrong_match,3.116,beyond sausage,False,wrong_match,4.864,beyond sausage,False,wrong_match,11.889,low sodium chicken broth,False,wrong_match,10.883,beyond sausage,False,wrong_match,6.296,plant based bacon strip,False,wrong_match,6.831,plant based bacon strip,False,wrong_match,13.052,beyond sausage,False,wrong_match,18.632
NHANES_Gemma3_27b,"millet, puffed",none,False,gemma3-27b,1317,none,True,,3.387,none,True,,9.601,none,True,,3.691,none,True,,2.042,none,True,,4.966,none,True,,1.271,none,True,,4.336,none,True,,8.268,none,True,,5.975,none,True,,0.422,none,True,,10.928,none,True,,7.239,none,True,,13.032,banana chips,False,false_positive,11.007,banana chips,False,false_positive,5.431,plantain banana (steamed 10 in),False,false_positive,5.694,raisin bran cereal,False,false_positive,11.926,banana chips,False,false_positive,9.585,dried apricots,False,false_positive,14.828,raisin bran cereal,False,false_positive,3.273
NHANES_Gemma3_27b,"turkey from whole, light meat, meat only, with added solution, cooked, roasted",ground turkey,True,gemma3-27b,1317,ground turkey,True,,1.835,none,False,missed_match,6.515,ground turkey,True,,4.406,ground turkey,True,,3.485,ground turkey,True,,6.707,ground turkey,True,,1.737,none,False,missed_match,1.445,none,False,missed_match,3.024,none,False,missed_match,3.094,none,False,missed_match,1.057,ground turkey,True,,11.328,ground turkey,True,,7.680,ground turkey,True,,4.554,ground turkey,True,,12.509,ground turkey,True,,9.658,ground turkey,True,,6.554,ground turkey,True,,7.845,ground turkey,True,,11.357,ground turkey,True,,2.287,low sodium chicken broth,False,wrong_match,5.098
NHANES_Gemma3_27b,"peppers, serrano, raw",none,False,gemma3-27b,1317,none,True,,17.373,none,True,,5.436,steamed whole red bell pepper w/o seed,False,false_positive,8.167,none,True,,21.235,steamed whole red bell pepper w/o seed,False,false_positive,11.171,steamed whole red bell pepper w/o seed,False,false_positive,9.316,none,True,,0.429,none,True,,1.932,none,True,,5.453,steamed whole red bell pepper w/o seed,False,false_positive,0.758,steamed whole red bell pepper w/o seed,False,false_positive,7.650,steamed whole red bell pepper w/o seed,False,false_positive,6.639,steamed whole red bell pepper w/o seed,False,false_positive,15.061,steamed whole red bell pepper w/o seed,False,false_positive,4.064,steamed whole red bell pepper w/o seed,False,false_positive,12.621,steamed whole red bell pepper w/o seed,False,false_positive,11.384,steamed whole red bell pepper w/o seed,False,false_positive,4.114,steamed whole red bell pepper w/o seed,False,false_positive,2.420,steamed whole red bell pepper w/o seed,False,false_positive,12.947,steamed whole red bell pepper w/o seed,False,false_positive,11.375
NHANES_Gemma3_27b,"beans, snap, green, raw",steamed green beans,True,gemma3-27b,1317,none,False,missed_match,5.035,none,False,missed_match,5.606,green split peas,False,wrong_match,1.276,none,False,missed_match,25.709,navy beans,False,wrong_match,6.049,none,False,missed_match,23.645,none,False,missed_match,27.711,green split peas,False,wrong_match,3.930,none,False,missed_match,9.494,green split peas,False,wrong_match,0.789,none,False,missed_match,6.563,steamed green beans,True,,12.714,frozen edamame,False,wrong_match,8.701,none,False,missed_match,10.031,steamed green beans,True,,9.026,canned black beans (s&w),False,wrong_match,6.240,steamed whole snow peas,False,wrong_match,10.407,canned black beans (s&w),False,wrong_match,3.414,steamed whole snow peas,False,wrong_match,1.944,frozen edamame,False,wrong_match,6.100
NHANES_Gemma3_27b,"peach nectar, canned, with sucralose, without added ascorbic acid",none,False,gemma3-27b,1317,none,True,,1.393,none,True,,6.294,none,True,,2.933,none,True,,1.071,none,True,,3.970,none,True,,3.089,none,True,,5.114,none,True,,3.184,none,True,,5.966,none,True,,9.507,whole yellow peach (prima farms),False,false_positive,8.238,none,True,,2.813,whole yellow nectarine,False,false_positive,8.455,none,True,,2.885,apple juice,False,false_positive,14.719,freeze dried apple rings,False,false_positive,14.312,steamed green zuchini,False,false_positive,10.283,whole yellow peach (prima farms),False,false_positive,5.559,apple juice,False,false_positive,2.042,whole yellow nectarine,False,false_positive,3.443
NHANES_Gemma3_27b,"shortening industrial, soybean (hydrogenated) and cottonseed",none,False,gemma3-27b,1317,none,True,,1.123,none,True,,6.107,soy flour,False,false_positive,3.475,soy flour,False,false_positive,2.444,soy flour,False,false_positive,5.398,none,True,,7.242,soy flour,False,false_positive,2.168,soy flour,False,false_positive,4.726,none,True,,0.865,soy flour,False,false_positive,3.764,soy flour,False,false_positive,4.552,soy flour,False,false_positive,9.976,soy flour,False,false_positive,9.923,soy flour,False,false_positive,4.916,soy flour,False,false_positive,5.456,soy flour,False,false_positive,7.037,soy flour,False,false_positive,3.366,soy flour,False,false_positive,5.780,soy flour,False,false_positive,13.915,soy flour,False,false_positive,2.302
NHANES_Gemma3_27b,"spices, turmeric, ground",none,False,gemma3-27b,1317,none,True,,5.367,none,True,,7.259,none,True,,1.172,none,True,,11.165,none,True,,3.268,none,True,,5.483,none,True,,6.930,none,True,,13.571,none,True,,3.831,none,True,,6.208,none,True,,4.106,none,True,,2.881,none,True,,2.455,none,True,,6.609,garlic,False,false_positive,5.213,garlic,False,false_positive,4.887,basil,False,false_positive,2.629,garlic,False,false_positive,5.767,garlic,False,false_positive,6.910,garlic,False,false_positive,2.718
NHANES_Gemma3_27b,"alcoholic beverage, beer, light, low carb",none,False,gemma3-27b,1317,budweiser,False,false_positive,2.823,budweiser,False,false_positive,8.304,budweiser,False,false_positive,4.142,budweiser,False,false_positive,9.791,budweiser,False,false_positive,5.269,none,True,,7.737,budweiser,False,false_positive,2.077,budweiser,False,false_positive,0.480,none,True,,4.296,budweiser,False,false_positive,4.165,budweiser,False,false_positive,9.595,budweiser,False,false_positive,5.113,budweiser,False,false_positive,3.121,budweiser,False,false_positive,10.213,budweiser,False,false_positive,5.961,budweiser,False,false_positive,5.767,budweiser,False,false_positive,2.640,budweiser,False,false_positive,8.068,budweiser,False,false_positive,1.439,budweiser,False,false_positive,2.739
NHANES_Gemma3_27b,"beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",beef round tip steak,True,gemma3-27b,1317,none,False,missed_match,3.269,beef round tip steak,True,,9.903,none,False,missed_match,4.019,none,False,missed_match,1.729,none,False,missed_match,3.819,none,False,missed_match,5.193,none,False,missed_match,2.832,none,False,missed_match,3.373,none,False,missed_match,9.438,none,False,missed_match,11.016,beef round tip steak,True,,5.798,beef round tip steak,True,,7.335,beef round tip steak,True,,9.999,beef round tip steak,True,,12.007,plant based bacon strip,False,wrong_match,12.462,pecan,False,wrong_match,2.867,none,False,missed_match,3.965,ground pork,False,wrong_match,14.655,beef round tip steak,True,,16.782,beef round tip steak,True,,6.155
NHANES_Gemma3_27b,"mollusks, snail, raw",none,False,gemma3-27b,1317,none,True,,2.998,none,True,,8.027,none,True,,10.568,none,True,,11.543,none,True,,6.821,shrimp,False,false_positive,3.470,none,True,,1.432,none,True,,4.413,none,True,,3.932,none,True,,1.043,shrimp,False,false_positive,2.710,shrimp,False,false_positive,6.652,shrimp,False,false_positive,15.582,shrimp,False,false_positive,4.358,shrimp,False,false_positive,11.541,shrimp,False,false_positive,14.990,shrimp,False,false_positive,6.997,shrimp,False,false_positive,2.747,shrimp,False,false_positive,1.571,shrimp,False,false_positive,2.519
NHANES_Gemma3_27b,"nuts, almond butter, plain, with salt added",almond butter (justin's),True,gemma3-27b,1317,none,False,missed_match,2.199,peanuts,False,wrong_match,7.396,none,False,missed_match,13.855,none,False,missed_match,28.551,none,False,missed_match,3.813,none,False,missed_match,10.223,none,False,missed_match,7.892,none,False,missed_match,3.071,none,False,missed_match,6.252,almond butter (justin's),True,,7.546,almond butter (justin's),True,,10.177,almond butter (justin's),True,,12.210,almond butter (justin's),True,,12.147,almond butter (justin's),True,,3.781,almond butter (justin's),True,,7.389,almond butter (justin's),True,,0.625,almond butter (justin's),True,,6.669,almond butter (justin's),True,,11.600,peanuts,False,wrong_match,5.103,almond butter (justin's),True,,4.519
NHANES_Gemma3_27b,"pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",ground pork,True,gemma3-27b,1317,ground pork,True,,3.259,none,False,missed_match,5.730,ground pork,True,,7.610,ground pork,True,,3.187,ground pork,True,,3.511,ground pork,True,,5.262,none,False,missed_match,3.393,ground pork,True,,13.112,none,False,missed_match,6.452,none,False,missed_match,3.986,ground pork,True,,5.272,ground pork,True,,5.603,ground pork,True,,6.042,ground pork,True,,5.403,ground pork,True,,8.439,ground pork,True,,8.733,ground pork,True,,10.898,ground pork,True,,0.582,ground pork,True,,1.992,ground pork,True,,1.981
