input_desc,predicted_desc,source_file,target_desc,correct
"milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)","milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)",food_matches_801_to_1000.txt,"milk, nonfat, fluid, with added vitamin a and vitamin d (fat free or skim)",True
"cream substitute, powdered","cream substitute, powdered, light",food_matches_801_to_1000.txt,"cream substitute, powdered",False
"spices, chili powder","spices, chili powder",food_matches_801_to_1000.txt,"spices, chili powder",True
"cheese, cream","cheese, cream, fat free",food_matches_801_to_1000.txt,"cheese, cream",False
"cheese, blue","cheese, blue",food_matches_801_to_1000.txt,"cheese, blue",True
"cheese, fresh, queso fresco","cheese, fresh, queso fresco",food_matches_801_to_1000.txt,"cheese, fresh, queso fresco",True
"cream, whipped, cream topping, pressurized","cream, whipped, cream topping, pressurized",food_matches_801_to_1000.txt,"cream, whipped, cream topping, pressurized",True
"milk, whole, 3.25% milkfat, with added vitamin d","milk, whole, 3.25% milkfat, with added vitamin d",food_matches_801_to_1000.txt,"milk, whole, 3.25% milkfat, with added vitamin d",True
"cheese, colby","cheese, colby",food_matches_801_to_1000.txt,"cheese, colby",True
"cheese, feta","cheese, feta",food_matches_801_to_1000.txt,"cheese, feta",True
"egg, whole, dried","egg, whole, dried",food_matches_801_to_1000.txt,"egg, whole, dried",True
"milk, dry, nonfat, regular, without added vitamin a and vitamin d","milk, dry, nonfat, regular, without added vitamin a and vitamin d",food_matches_801_to_1000.txt,"milk, dry, nonfat, regular, without added vitamin a and vitamin d",True
eggnog,eggnog,food_matches_801_to_1000.txt,eggnog,True
"cheese, cottage, lowfat, 2% milkfat","cheese, cottage, lowfat, 2% milkfat",food_matches_801_to_1000.txt,"cheese, cottage, lowfat, 2% milkfat",True
"cheese spread, pasteurized process, american","cheese spread, pasteurized process, american",food_matches_801_to_1000.txt,"cheese spread, pasteurized process, american",True
"cheese, gouda","cheese, gouda",food_matches_801_to_1000.txt,"cheese, gouda",True
"cheese, swiss","cheese, swiss, low sodium",food_matches_801_to_1000.txt,"cheese, swiss",False
"protein supplement, milk based, muscle milk light, powder","protein supplement, milk based, muscle milk light, powder",food_matches_801_to_1000.txt,"protein supplement, milk based, muscle milk light, powder",True
"cheese, brick","cheese, brick",food_matches_801_to_1000.txt,"cheese, brick",True
"milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d","milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d",food_matches_801_to_1000.txt,"milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d",True
"cheese, pasteurized process, american, without added vitamin d","cheese, pasteurized process, american, without added vitamin d",food_matches_801_to_1000.txt,"cheese, pasteurized process, american, without added vitamin d",True
"cheese, ricotta, part skim milk","cheese, ricotta, part skim milk",food_matches_801_to_1000.txt,"cheese, ricotta, part skim milk",True
"cheese, gruyere","cheese, gruyere",food_matches_801_to_1000.txt,"cheese, gruyere",True
"cheese, cottage, nonfat, uncreamed, dry, large or small curd","cheese, cottage, nonfat, uncreamed, dry, large or small curd",food_matches_801_to_1000.txt,"cheese, cottage, nonfat, uncreamed, dry, large or small curd",True
"cream substitute, liquid, with hydrogenated vegetable oil and soy protein","cream substitute, liquid, with hydrogenated vegetable oil and soy protein",food_matches_801_to_1000.txt,"cream substitute, liquid, with hydrogenated vegetable oil and soy protein",True
"cereals ready-to-eat, general mills, cheerios","cereals ready-to-eat, general mills, cheerios",food_matches_201_to_400.txt,"cereals ready-to-eat, general mills, cheerios",True
"crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)","crustaceans, shrimp, mixed species, raw",food_matches_201_to_400.txt,"crustaceans, shrimp, mixed species, raw",True
"fish, tuna, light, canned in water, drained solids","fish, tuna, light, canned in water, drained solids",food_matches_201_to_400.txt,"fish, tuna, light, canned in water, drained solids",True
"pickle relish, sweet","pickle relish, sweet",food_matches_201_to_400.txt,"pickle relish, sweet",True
"peas, green, frozen, cooked, boiled, drained, without salt","peas, green, frozen, cooked, boiled, drained, without salt",food_matches_201_to_400.txt,"peas, green, frozen, cooked, boiled, drained, without salt",True
"snacks, corn-based, extruded, chips, plain","snacks, corn-based, extruded, chips, plain",food_matches_201_to_400.txt,"snacks, corn-based, extruded, chips, plain",True
"beans, snap, green, frozen, cooked, boiled, drained, without salt","beans, snap, green, frozen, cooked, boiled, drained, without salt",food_matches_201_to_400.txt,,False
"beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised","beef, round, top round, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",food_matches_201_to_400.txt,,False
"cereals ready-to-eat, kellogg, kellogg's corn flakes","cereals ready-to-eat, kellogg, kellogg's corn flakes",food_matches_201_to_400.txt,"cereals ready-to-eat, kellogg, kellogg's corn flakes",True
"oil, vegetable, sunflower, linoleic, (partially hydrogenated)","oil, vegetable, sunflower, linoleic, (partially hydrogenated)",food_matches_201_to_400.txt,,False
"beverages, carbonated, cola, regular","beverages, carbonated, cola, regular",food_matches_201_to_400.txt,"carbonated beverage, cola, contains caffeine",False
"fish, salmon, atlantic, farmed, cooked, dry heat","fish, salmon, atlantic, farmed, cooked, dry heat",food_matches_201_to_400.txt,,False
"poultry, chicken, broilers or fryers, breast, meat only, cooked, roasted","poultry, chicken, broilers or fryers, breast, meat only, cooked, roasted",food_matches_201_to_400.txt,,False
"candies, milk chocolate","candies, milk chocolate",food_matches_201_to_400.txt,"candies, milk chocolate",True
"nuts, almonds","nuts, almonds",food_matches_201_to_400.txt,"nuts, almonds",True
"fast foods, hamburger; single, regular patty; plain","fast foods, hamburger; single, regular patty; plain",food_matches_201_to_400.txt,,False
"beverages, fruit juice drink, reduced calorie, with vitamin c added","beverages, fruit juice drink, reduced calorie, with vitamin c added",food_matches_201_to_400.txt,,False
"cheese, cheddar","cheese, cheddar",food_matches_201_to_400.txt,,False
"eggs, whole, raw, fresh","eggs, whole, raw, fresh",food_matches_201_to_400.txt,,False
"bread, white, commercially prepared (includes soft bread crumbs)","bread, white, commercially prepared (includes soft bread crumbs)",food_matches_201_to_400.txt,"bread, white, commercially prepared (includes soft bread crumbs)",True
"potatoes, russet, flesh and skin, raw","potatoes, russet, flesh and skin, raw",food_matches_201_to_400.txt,,False
"rice, white, long-grain, regular, cooked","rice, white, long-grain, regular, cooked",food_matches_201_to_400.txt,,False
"apples, raw, with skin (includes usda commodity food a343)","apples, raw, with skin (includes usda commodity food a343)",food_matches_201_to_400.txt,,False
"tomatoes, red, ripe, raw, year round average","tomatoes, red, ripe, raw, year round average",food_matches_201_to_400.txt,"tomatoes, red, ripe, raw, year round average",True
"bananas, raw","bananas, raw",food_matches_201_to_400.txt,"bananas, raw",True
"carrots, raw","carrots, raw",food_matches_201_to_400.txt,"carrots, raw",True
"onions, raw","onions, raw",food_matches_201_to_400.txt,"onions, raw",True
"lettuce, iceberg (includes crisphead types), raw","lettuce, iceberg (includes crisphead types), raw",food_matches_201_to_400.txt,"lettuce, iceberg (includes crisphead types), raw",True
"orange juice, raw (includes foods for usda's food distribution program)","orange juice, raw (includes foods for usda's food distribution program)",food_matches_201_to_400.txt,"orange juice, raw",False
"pasta, cooked, unenriched, without added salt","pasta, cooked, unenriched, without added salt",food_matches_201_to_400.txt,,False
"ground turkey, 93% lean, 7% fat, pan-broiled crumbles","ground turkey, 93% lean, 7% fat, pan-broiled crumbles",food_matches_201_to_400.txt,,False
"cereals ready-to-eat, general mills, honey nut cheerios","cereals ready-to-eat, general mills, honey nut cheerios",food_matches_201_to_400.txt,"cereals ready-to-eat, general mills, honey nut cheerios",True
"beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned","beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",food_matches_201_to_400.txt,"beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",True
"broccoli, raw","broccoli, raw",food_matches_201_to_400.txt,"broccoli, raw",True
"spinach, raw","spinach, raw",food_matches_201_to_400.txt,"spinach, raw",True
"sweet potato, raw, unprepared (includes usda commodity food a230)","sweet potato, raw, unprepared (includes usda commodity food a230)",food_matches_201_to_400.txt,,False
"corn, sweet, yellow, cooked, boiled, drained, without salt","corn, sweet, yellow, cooked, boiled, drained, without salt",food_matches_201_to_400.txt,,False
"mushrooms, white, raw","mushrooms, white, raw",food_matches_201_to_400.txt,"mushrooms, white, raw",True
"peppers, sweet, red, raw","peppers, sweet, red, raw",food_matches_201_to_400.txt,"peppers, sweet, red, raw",True
"cauliflower, raw","cauliflower, raw",food_matches_201_to_400.txt,"cauliflower, raw",True
"celery, raw","celery, raw",food_matches_201_to_400.txt,"celery, raw",True
"cucumber, with peel, raw","cucumber, with peel, raw",food_matches_201_to_400.txt,"cucumber, with peel, raw",True
"grapes, red or green (european type, such as thompson seedless), raw","grapes, red or green (european type, such as thompson seedless), raw",food_matches_201_to_400.txt,"grapes, red or green (european type, such as thompson seedless), raw",True
"strawberries, raw","strawberries, raw",food_matches_201_to_400.txt,"strawberries, raw",True
"blueberries, raw","blueberries, raw",food_matches_201_to_400.txt,"blueberries, raw",True
"oranges, raw, all commercial varieties","oranges, raw, all commercial varieties",food_matches_201_to_400.txt,"oranges, raw, all commercial varieties",True
"peaches, raw","peaches, raw",food_matches_201_to_400.txt,,False
"pears, raw","pears, raw",food_matches_201_to_400.txt,"pears, raw",True
"watermelon, raw","watermelon, raw",food_matches_201_to_400.txt,"watermelon, raw",True
"cantaloupe, raw","cantaloupe, raw",food_matches_201_to_400.txt,,False
"pineapple, raw, all varieties","pineapple, raw, all varieties",food_matches_201_to_400.txt,"pineapple, raw, all varieties",True
"kiwifruit, green, raw","kiwifruit, green, raw",food_matches_201_to_400.txt,"kiwifruit, green, raw",True
"mangos, raw","mangos, raw",food_matches_201_to_400.txt,"mangos, raw",True
"avocados, raw, all commercial varieties","avocados, raw, all commercial varieties",food_matches_201_to_400.txt,"avocados, raw, all commercial varieties",True
"lemons, raw, without peel","lemons, raw, without peel",food_matches_201_to_400.txt,"lemons, raw, without peel",True
"limes, raw","limes, raw",food_matches_201_to_400.txt,"limes, raw",True
"grapefruit, raw, pink and red, all areas","grapefruit, raw, pink and red, all areas",food_matches_201_to_400.txt,"grapefruit, raw, pink and red, all areas",True
"cherries, sweet, raw","cherries, sweet, raw",food_matches_201_to_400.txt,"cherries, sweet, raw",True
"plums, raw","plums, raw",food_matches_201_to_400.txt,"plums, raw",True
"nectarines, raw","nectarines, raw",food_matches_201_to_400.txt,"nectarines, raw",True
"apricots, raw","apricots, raw",food_matches_201_to_400.txt,"apricots, raw",True
"raspberries, raw","raspberries, raw",food_matches_201_to_400.txt,"raspberries, raw",True
"blackberries, raw","blackberries, raw",food_matches_201_to_400.txt,"blackberries, raw",True
"pomegranate, raw","pomegranate, raw",food_matches_201_to_400.txt,,False
"papaya, raw","papaya, raw",food_matches_201_to_400.txt,,False
"figs, raw","figs, raw",food_matches_201_to_400.txt,"figs, raw",True
"dates, deglet noor","dates, deglet noor",food_matches_201_to_400.txt,"dates, deglet noor",True
"raisins, seedless","raisins, seedless",food_matches_201_to_400.txt,,False
"prunes, dehydrated (low-moisture), uncooked","prunes, dehydrated (low-moisture), uncooked",food_matches_201_to_400.txt,,False
"nuts, walnuts, english","nuts, walnuts, english",food_matches_201_to_400.txt,"nuts, walnuts, english",True
"nuts, pecans","nuts, pecans",food_matches_201_to_400.txt,"nuts, pecans",True
"nuts, cashew nuts, raw","nuts, cashew nuts, raw",food_matches_201_to_400.txt,,False
"nuts, pistachios, raw","nuts, pistachios, raw",food_matches_201_to_400.txt,,False
"nuts, hazelnuts or filberts","nuts, hazelnuts or filberts",food_matches_201_to_400.txt,"nuts, hazelnuts or filberts",True
"nuts, brazil nuts, dried, unblanched","nuts, brazil nuts, dried, unblanched",food_matches_201_to_400.txt,,False
"nuts, macadamia nuts, raw","nuts, macadamia nuts, raw",food_matches_201_to_400.txt,,False
"seeds, sunflower seed kernels, dried","seeds, sunflower seed kernels, dried",food_matches_201_to_400.txt,,False
"seeds, pumpkin and squash seed kernels, roasted, without salt","seeds, pumpkin and squash seed kernels, roasted, without salt",food_matches_201_to_400.txt,"seeds, pumpkin and squash seed kernels, roasted, without salt",True
"seeds, sesame seeds, whole, dried","seeds, sesame seeds, whole, dried",food_matches_201_to_400.txt,,False
